	('B cells', 'Broad Cell Type: B cells')	('Dendritic cells', 'Broad Cell Type: Dendritic cells')	('Eosinophils', 'Broad Cell Type: Eosinophils')	('Mast cells', 'Broad Cell Type: Mast cells')	('Monocytes and Macrophages', 'Broad Cell Type: Monocytes and Macrophages')	('NK cells', 'Broad Cell Type: NK cells')	('PMNs', 'Broad Cell Type: PMNs')	('Plasma cells', 'Broad Cell Type: Plasma cells')	('T cells', 'Broad Cell Type: T cells')
CRISP3_10986	-0.5848093659662003	-0.9615354398910598	0.6584328737030557	0.9141261685128774	-0.9041950058923802	1.2842693527339613	-0.7239739640898839	-0.9417867707797322	1.2594721516693619
CRTAM_18761	-0.7311009858361524	-0.2720597535800937	-0.6298051297578662	-0.7290841586399779	0.48325623439568577	1.521552962206543	-0.5978199547875492	-0.7676879355357689	1.72274872153518
CRYBB1_32642	-0.5737962790644435	-0.5683487365810111	-0.5254947357113425	0.7880893417936685	2.383492950441585	-0.5846913640313084	-0.4978938537952847	0.0025537156827093936	-0.4239110387345736
CSF1_1489	-0.7276581367119305	0.6866841344506641	0.1727663268318967	-0.32536680011845104	2.250501226970558	-0.7077746715605511	-0.7178036123167292	-0.855592537488569	0.22424406994311197
CSF2_9473	-0.5574725049644228	-0.5064084910488139	-0.5584558322594193	2.3927508990098882	-0.5525127400993087	0.7296511701178704	-0.5631482011057186	-0.48113525443179783	0.09673095478172385
CSF3R_749	-0.38601883832326744	-0.3809584898729992	-0.3247577764584384	-0.34117097914194433	-0.06207900663198467	-0.3807684141816218	2.6520809847677036	-0.40001107693765003	-0.37631640321979715
CST7_29601	-0.724894788891105	0.0892914253319101	-0.5499736582965096	-0.025743300820177423	-0.67337998437734	2.4797400418438666	-0.0372183449389886	-0.7283002858553974	0.17047889600374092
CTLA4_4983	-0.35222790579564683	-0.3551970880744858	-0.24091362279140105	-0.3504968845480646	-0.3542233886227208	-0.3542955145080367	-0.2970035196054195	-0.3602098371039426	2.6645677610497183
CTSG_22970	-0.2929619328634335	-0.3874386983703861	-0.3423826403862486	2.665318722133863	-0.3653490766428508	-0.30352810288459353	-0.31583957777532007	-0.30453532970121144	-0.3532833635098193
CTSW_18052	-0.40153244539535515	-0.40130375489654496	-0.3925196504385157	-0.3398935293839613	-0.4005775772305471	2.6297123302590233	-0.3997899603260628	-0.4012133026843291	0.10711789009629287
CXCL10_7747	-0.44007833031673327	1.3265620390428898	-0.5243208368423881	-0.5652279519845574	2.122043572036566	-0.34497112981087846	-0.4714539899513518	-0.5539605445839557	-0.5485928275895919
CXCL11_7748	-0.47613581730551846	1.5959096905800523	-0.5273508682281035	-0.530674334579988	1.9188316920206276	-0.4490919244421451	-0.4835267285880588	-0.5154906549723591	-0.5324710544845082
CXCL13_7763	-0.336251514329156	-0.37879548501111604	-0.39115499010366195	-0.3755270344524918	-0.05439635572567501	-0.386890852619894	-0.35072144279564815	-0.3778647341897859	2.6516024092274284
CXCL3_7713	-0.3832322886361291	-0.33137584131213327	-0.3883086660519549	2.6462837374582553	-0.008665445022665762	-0.4036364424046725	-0.3642015643328541	-0.37886159597317604	-0.38800189372466926
CXCL5_7712	-0.36244791940275506	-0.0776534301722269	-0.4989785677861923	0.20593323042233705	2.5893357262058623	-0.5040054355377773	-0.40614830976493194	-0.466516735303417	-0.4795185586609
CXCL9_7745	-0.3086556409330661	0.01590023673560119	-0.41059212254750943	-0.4364746597111922	2.641552425840021	-0.3493248281576201	-0.3447908218297734	-0.38715750830059614	-0.4204570810958639
CXCR1_5109	-0.328950275287017	-0.4171489481601742	-0.32026326489553525	-0.3056184964194741	-0.4157649065939707	-0.19429884058865662	2.660612791277286	-0.371741844993205	-0.3068262143392531
CXCR2_5108	-0.36361172420136156	-0.3476118381097974	-0.29077376218192047	-0.35124895845504966	-0.3342014095326756	-0.2599852156380277	2.665004183151565	-0.36341458797436443	-0.3541566870583681
CXCR5_18701	1.4211527764879104	-0.5379033319337381	-0.32637608655875133	-0.5751021919424507	-0.2709708529701194	-0.5796930909798743	-0.5563612616252971	-0.6138418331349561	2.0390958726572763
CXCR6_5802	-0.11691697951464898	-0.5394643073515814	-0.47887626816497747	-0.6863110205096369	-0.5988839821461571	-0.008259091056028687	0.05436524035668145	-0.19386212018964738	2.5682085285759952
CXorf57_14025	-0.20814879639341666	-0.7392055947225985	0.8228147176765146	-0.7258886449171349	-0.6769054295457341	0.6405462046869523	-0.6063834953585402	-0.6418181617974258	2.1349892003713844
CYP27A1_5130	-0.5960514778236915	0.9473522264836463	-0.5477789674955615	0.2701580294551064	2.2431989934198913	-0.5908133486169124	-0.5689017377096809	-0.5827036122826896	-0.574460105430108
CYP27B1_21112	0.03702925888993574	0.989689326490158	-0.6432542854278366	-0.673207840958998	2.225055534885786	-0.7561561485837526	-0.46933995650964333	-0.07444809785688403	-0.6353677909287648
DACH1_22373	-0.5221019249470201	-0.5443102930387156	2.5326320226899766	-0.33570059154324644	-0.341726642641298	-0.26304943617010834	0.4699621277344516	-0.5267060988196887	-0.468999163264351
DAPK2_24604	-0.5009556479137935	-0.49354568686249906	2.4274248134063208	-0.10657333064714779	-0.5063914730002028	-0.4480988525722895	0.7313083627871259	-0.5758754980177824	-0.527292687179732
DCSTAMP_15399	-0.7060177403333052	1.5059157023727812	-0.3620901930504634	-0.23480117785354693	1.9602201006633921	-0.6077421534171141	-0.5237068307897277	-0.3951595801826777	-0.6366181274093373
DEFA4_14482	-0.2830282685414164	-0.7087053243457664	0.8129506357798254	-0.48116744683445345	-0.7252936314715385	2.3544550327553293	-0.014757946712022735	-0.4759128848084863	-0.47854016582146985
DENND5B_20652	0.09272986846742882	-0.3210495084503958	-0.42527195893626096	-0.4247148678868933	-0.3640383677599331	-0.35651763859346974	-0.4101376520951064	2.630836689386457	-0.4218365641318271
DEPDC5_32752	-0.560052144947853	-0.30438619090482805	2.610724123780093	-0.30986183448651966	-0.003211231029924841	-0.09013707288927876	-0.5652074051284881	-0.5496542472953855	-0.22821399709781603
DGKA_21021	-0.10195146079174429	-0.43309931835367094	-0.12228677067076263	-0.5478788931927667	-0.4379452417301685	-0.24281996450370588	-0.29126455801678847	-0.4575192585107643	2.6347654657703727
DHRS11_27550	-0.38093615331165753	2.637665371525523	-0.5449208723113347	-0.34295597631740254	0.009677926905151367	-0.32459769867422844	-0.416412928809116	-0.340881729362914	-0.29663793964402135
DHX58_27741	-0.5510893118075866	2.3185397868526354	-0.54107315439516	-0.5166471348317703	0.9893137816946018	-0.3172176214453134	-0.5334772580675206	-0.5605097126452964	-0.2878393753545899
DPEP2_26315	-0.3963029334389537	-0.5753390263788982	1.6756590168135266	-0.6485338967806263	-0.14788459765036374	-0.5410545269298469	1.801673936060371	-0.7264012763318893	-0.4418166953633197
DPP4_4641	-0.5147878173291524	-0.241421998412028	-0.5121018824472576	-0.3744477197501532	-0.306555919297975	0.44210046590728724	-0.5072576070352689	-0.5254835937338402	2.539956072098388
DSC1_28908	0.14852028571422246	-0.5058253554177347	0.2593233129707767	-0.4131622330453756	-0.8258450691608218	-0.6486069778825101	-0.28188168429583743	-0.23213720286082734	2.4996149239781063
DUSP2_4124	-0.7009741074561255	-0.22111988137033134	0.6284570460543181	-0.2427134634205525	-0.19755067100178347	-0.24018806420574343	-0.6832608438623667	-0.7633216740262285	2.4206716592888147
EAF2_6391	0.9029508194155579	-0.4724501692167801	-0.23230185695637112	-0.44107268771101255	-0.4521763817602206	-0.5692126771663708	-0.5387943593281278	2.3624680179607	-0.5594107052373746
EBI3_30374	-0.49364253084406895	1.2003756178486098	-0.49584702527559077	-0.4632158061606601	2.212309084843228	-0.49379141257700354	-0.49473433021892216	-0.49616046050282137	-0.47529313711277
EFNA5_9295	-1.218963520722466	-0.44723725537964887	1.6035170867632764	-0.13291426266225875	-0.05154562263529739	-0.10191668550913038	-0.035196290783190025	-1.1564013375658477	1.540657888494564
EGR2_19437	-0.950615753293561	2.0629897470598637	0.5144193555302053	0.1475864050104067	0.7535001306088671	-0.24797740147524502	-0.8532115499631016	-1.0125488052346274	-0.41414212824280794
ELANE_30228	-0.38872992740218903	-0.3867742956404155	-0.31393296443710367	2.654488176321177	-0.3353666885461419	-0.08866459207308656	-0.3738331150255487	-0.38917207023528566	-0.3780145229614054
EPB41_618	-0.24798359507428652	-0.22612633160811932	0.9861821688111366	-0.9880520651118415	-0.5980589674443806	0.9193789832877801	-0.823147734641743	-0.8490070322636875	1.8268145740451427
EPHA1_13183	-0.5600542631194169	-0.35720613853233524	-0.4047215358091536	-0.6859463871335786	-0.4857029271812726	0.7122060171215053	-0.172985312545468	-0.47907287174729796	2.4334834189470174
EPN2_27231	-0.3779174586876443	-0.373243695609477	2.64077145500788	-0.30366970345853117	-0.46722183041541027	-0.46420459095988453	-0.3383087956391254	0.0058339869646603865	-0.3220393672024671
ETS1_18869	1.4852918443552383	-0.9145248557790575	-0.5646810437190865	-0.8102707783929801	-0.9804079644356445	0.9802087243949436	-0.5247565944742317	-0.006795121041569296	1.335935789092386
ETV3_2058	-0.38170514628606117	2.6585373426791	-0.31254793813225	-0.4327011987088822	-0.35225422409577356	-0.3870544858911209	-0.37183398922479066	-0.1875920936560476	-0.2328482666841735
FAM124B_5208	-0.4183615360571689	-0.4670893160887257	0.40799805530408056	2.562984127199681	-0.4018099803399281	-0.41232352853151943	-0.4057558712229183	-0.4143361977067359	-0.4513057525567649
FAM174B_25065	-0.1793431453028439	-0.5196069939002167	-0.34772695466643466	2.6361169810102423	-0.44918485609178954	-0.5345332060383404	-0.1905579749633801	-0.3020070255947042	-0.11315682445253294
FAM198B_8302	-0.5749103244210221	1.5154484438180866	-0.2519376685207461	-0.3704350739104455	1.965613095367367	-0.5469800736498948	-0.6053144998432506	-0.603450092859812	-0.5280338059802817
FAM212B_1535	-0.37655871397013696	-0.5674501636794819	-0.006869522970204852	-0.25556431362891896	-0.4128255101879986	-0.5604002767813437	2.6080080385490056	0.001384003154444866	-0.42972354048536543
FAM65B_10405	0.9783651839041417	-0.7796550338617971	0.16897672065273384	-0.762338653847134	-0.5738795315056933	-0.41435516002704637	2.1843039919490117	-0.7412079339398994	-0.060209583324315544
FASLG_2306	-0.10543930008875098	-0.49548282916565245	-0.4432413406279929	-0.4045546369722151	-0.4813154975169973	2.6408003700537606	-0.20788337149752506	-0.31507905568284	-0.1878043385017871
FBXL8_26263	-0.765360469846994	0.72572118455577	-0.792439515816198	-0.727209695722894	1.2229484941627036	-0.30928530645434327	-0.6862576409812902	-0.5133786085867666	1.8452615586900125
FCER1A_2100	-0.6014502032646739	0.10732181907944895	1.0275681162285888	2.2378271864725634	-0.4085565304193666	-0.5746701593119311	-0.5925224056933331	-0.6046315264802681	-0.5908862966110277
FCER2_30506	1.7366153708739984	1.7404422029101771	-0.5187171841680107	-0.5846655953199811	-0.05993355902240302	-0.5923589156828688	-0.5991401413635585	-0.5391798300816708	-0.5830623481456827
FCGR2B_2183	2.1288650420804247	-0.3554854233910977	-0.5042008765791406	-0.12880919814975608	-0.3937987993492527	-0.897431104042721	0.01686103645176815	1.0919462767316788	-0.9579469537519044
FCGR3B_2182	-0.3256609296510773	-0.34449874130210456	-0.32481108290924593	-0.33733739538968466	-0.33348204669274056	-0.3125979007732442	2.666508814357883	-0.3467785499501977	-0.3413421676895881
FCN1_16876	-0.5519047239444324	-0.5537610599627246	-0.537567197331908	-0.41540031191286886	2.1684119223122567	-0.4944616284915637	1.2540209227341788	-0.5576907063391094	-0.31164721706382825
FCRL2_2067	2.627958158461403	-0.40213469153383985	-0.37668108763508035	-0.4123520933445519	-0.4151429215361543	-0.40065719425593277	-0.35022685065921977	0.11761601756103794	-0.38837933705766314
FES_25040	-1.0153066991741952	-0.1858538117668795	0.8492736320481747	-0.5707716393705106	1.2324538473832491	0.09446465195209207	1.5591494272841182	-1.006838898541511	-0.9565705098145364
FFAR2_31191	-0.445128769907532	-0.44291089615989937	0.33482349800996336	-0.3933293478390971	-0.32863759163901507	-0.4228632788662467	2.5811146960077282	-0.44062512831795136	-0.44244318128794957
FLT3LG_31762	-0.45970312363291677	-0.46217182924383676	-0.07824668551070185	-0.4799166863532009	-0.45841078109834127	0.3879575995904092	-0.5091600783214809	-0.48636183053204557	2.5460134151021148
FLVCR2_23473	-0.5561656651365078	2.154096041747568	-0.559660723177354	-0.295164836838036	1.2707053837271234	-0.49483792380291186	-0.5046661954503037	-0.6109664908516559	-0.40333959021792143
FOSB_31584	-0.5002098481423394	-0.5772491731426249	2.468006123598238	-0.43879524143246335	-0.22751161266093534	-0.5794803804075208	-0.5593577321158745	0.6235874124825532	-0.20898954817903187
FOXP3_13696	-0.10649230438939576	-0.5092152500080953	0.09871081671247188	-0.6453081033655935	-0.2743427836317067	-0.6618567421641312	0.28681367772251687	-0.685773465380113	2.4974641545040464
FPR1_31885	-0.4150768036492339	-0.4287941795172807	-0.03057614454149121	-0.3798596754772109	-0.12420810587947505	-0.4177602852406534	2.6372421970802273	-0.4184760668789069	-0.42249093589597553
FPR2_31886	-0.3056764704185157	-0.42037945039607943	-0.3421838998632872	-0.24432227938631848	-0.15432626455501353	-0.401548047438871	2.6565402196906693	-0.38303735396434	-0.40506645366824345
FPR3_31887	-0.3680810674339364	2.557982464768375	-0.4139910321228593	-0.3809387286750731	0.41758132943922205	-0.4810443596537	-0.37260933599240464	-0.49322792991714615	-0.4656713404124769
FRK_11357	2.2680307303668887	-0.4264763856373289	-0.6427982593659817	-0.6965305702760495	-0.6455835195427455	-0.6716953336999059	0.6279766962824885	0.5915362089698293	-0.40445956709719627
FRMD4A_19075	-0.27370323516385264	0.3938192044997639	-0.18417223990332116	-0.40072533468973165	2.528681482112364	-0.45457306308921475	-0.6530908275803547	-0.6913136755569662	-0.2649223106286852
FRMD8_18024	-0.0022546449316326327	1.386916998639385	-0.6349728420279155	-1.3798001576885677	0.4490883620293654	0.48000330078499476	-0.029357118712514098	-1.4193592001988233	1.1497353021057044
FZD2_27840	-0.5924725828898846	1.9285357768608542	-0.518190415869219	0.2268867355516119	1.4378942562543857	-0.6366899288908414	-0.6375078506498276	-0.5938853568372245	-0.6145706335298567
FZD3_14748	0.8853942954944524	-0.6616304876586793	-1.1146646265913056	-0.41740987585044365	-0.19746420437254497	-0.9943197708930306	-0.23174336253598984	1.8897393014849473	0.8420987309225971
GAL3ST4_12664	-0.5620841362360327	-0.2945341218676812	1.7199348599572615	0.1776241818705864	-0.5027663287375068	-0.8977733362276914	-0.5036246249874854	-0.7772303962306866	1.6404539024592373
GALR1_29262	-0.8718436989691215	-0.9888023688362539	1.8125826950005444	0.866791912709598	-0.5080347595266468	-0.7683802602405042	-0.29492256779759285	-0.3331590560233862	1.0857681036833644
GFI1_1335	-0.6291122892945211	-0.5706704230602361	-0.5824799193459207	2.2149912435302244	-0.6341506712568609	0.8012498633929629	-0.5785770658725891	-0.5824462740573575	0.5611955359642984
GGT5_32595	-0.5948606795397985	-0.47394038330358873	0.9494642466769373	-0.1895185722279897	2.335469956464407	-0.5082299244505711	-0.4827502906007983	-0.48551418308619737	-0.5501201699324009
GIPR_31591	-0.49052355448681223	-0.44640372519905336	2.615603396091589	-0.10208711931417275	-0.20821729285860976	-0.36574479330528126	-0.4427649763918155	-0.5786115985286949	0.018749663992850506
GNG7_30315	0.8608865823020958	-0.5229947770026782	-0.4282233287381962	-0.5041426891447623	-0.5173874893321185	-0.6229591813364469	-0.07239534956505214	2.361996162660342	-0.5547799298431829
GNLY_3977	-0.3670368723404872	-0.3656731587714463	-0.3653207988551852	-0.3656247429050898	-0.36617614582748303	2.6570995058385396	-0.3527151900952046	-0.3660308982284136	-0.10852169881522993
GPC4_14185	-0.1586293415473125	0.07923678752952963	-0.8428128326984227	-0.3994419542721777	2.5502628496033517	-0.5583023692613516	-0.046563082120809514	-0.1039945430568516	-0.5197555141759558
GPR1_4998	-0.4437690274116299	-0.6746397949772795	-0.6905416080494033	2.0198340866881472	-0.6831796575530498	0.21468382498223845	-0.4325788626571724	-0.6175110591255754	1.3077020981037237
GPR171_6699	-0.6052466681203387	-0.2906355819873302	0.6673243239883753	-0.5607137497272713	-0.6070267820763614	0.2533696485326011	-0.6023299273478016	-0.622536626308059	2.3677953630461843
GPR18_22501	2.1046820882977006	-0.6676996967794474	-0.39396042828667427	-0.6467648680059671	-0.6310637464258569	1.156895366080429	-0.5200637433972211	-0.6821850807742773	0.28016010929131263
GPR183_22502	0.029213807294380428	-0.0364186865775316	2.5336346631433924	-0.45636527180669634	-0.040699350976053615	-0.6791527610947757	-0.7215669835919706	-0.6218003606201572	-0.006845055770587928
GPR19_20463	-0.5551208795546739	-0.7305147538656004	1.9855055461218087	-0.7381459259408827	-0.7556853133719753	-0.2787986003771092	-0.3282165937355912	0.017401651222360526	1.3835748695016636
GPR25_2528	-0.3722615835020463	-0.5800432228360067	-0.3385542491952624	-0.3127922151179348	-0.3910413840443973	-0.38562413388794986	-0.3710577501339468	2.618301269530541	0.13307326918700305
GPR65_23567	-0.5873546443174832	-0.635808010339888	2.5164781485971357	-0.1320017442061332	-0.43940063225761267	0.0876870159563171	0.24932111828710293	-0.7257969519112307	-0.333124299808207
GRAP2_32929	-0.6434385427526741	-0.6882724855664988	-0.6447074279266504	0.9891467186828142	-0.6384334956775459	1.614190156234039	-0.671213029338597	-0.6639756842722144	1.3467037906173271
GYPE_8181	1.9930716045231518	-0.8392965460998165	-0.764518878389993	-0.8645504075632219	-0.733361516844233	0.04294874398538303	-0.3565214282539378	1.0491675358000274	0.4730608928426392
GZMA_8900	-0.3931553650915801	-0.41003533591745855	-0.40335705409441036	-0.4187763879563389	-0.4116718059108447	2.6106479245669476	-0.37227550909248314	-0.41326442306235706	0.21188795655852566
GZMB_22973	-0.4737758424283354	-0.47836809356515053	-0.45123148549611247	0.03358755175091579	-0.4686934965756025	2.57671528772292	-0.4627900829520461	-0.4773672183173831	0.20192337986079412
GZMH_22972	-0.4330524902116175	-0.43478535859521866	-0.42537902129440414	-0.4357932356568672	-0.4344553252322403	2.5432022895415405	-0.4286623508633327	-0.42885094135646323	0.47777643366860306
GZMK_8897	-0.3562019257175162	-0.4645953817883503	-0.4137628619931874	-0.48157319112936503	-0.4744123108150801	0.270380507580336	-0.21918296771594983	-0.45011865495267717	2.5894667865317893
GZMM_30209	-0.4492518160010449	-0.4453223688727684	-0.3296667477268723	-0.43989508665096294	-0.44335527531639346	2.567705641325698	-0.39763812507245216	-0.4483749188735043	0.38579869718830034
HAL_21433	-0.15505198776793466	-0.43995365394820124	-0.31006011255911664	-0.39268632859081926	-0.2136526823728285	-0.4059484571310149	2.6548653134920124	-0.39470160215256805	-0.34281048896952854
HCK_29654	-0.7654740641927876	0.5388941535908038	0.4184901177532562	-0.6438469705077914	1.2119833610658668	-0.7985319745665984	1.7307322122859559	-0.8541545952559805	-0.838092240172726
HDC_24450	-0.3717238075466362	-0.38269419515805203	-0.056593948916924784	2.651687357569461	-0.3745688968146126	-0.36755166853908294	-0.37577410824063034	-0.32324862338705274	-0.39953210896647007
HESX1_6032	-0.5132019065899732	1.6267974583992366	-0.49702058759370515	-0.5029191964888965	1.8929821486611222	-0.503317751143977	-0.5094554928322166	-0.5023213645062758	-0.49154330790531325
HHEX_19733	2.5078723101088465	-0.37503144485769363	0.07545186591951714	0.05484514216499041	-0.14660175373128015	-0.640701089675023	0.026374596923870633	-0.7616985967789573	-0.740511030074271
HIC1_26789	-0.9388724681801698	-0.26685156679963823	0.10889521911889931	-0.4423272231676861	-0.49732231112361425	2.1332230809879746	-0.5713908399891128	-0.6578571054458321	1.1325032145991791
HIST1H2AE_10448	-0.34711098669587487	-0.33447384139911673	0.2494210487310942	-0.41053182285960527	-0.5930063232027942	-0.5589448083215323	-0.422639971376499	2.582061738252692	-0.16477503312836467
HIST1H2BG_10447	-0.4454668425213268	-0.17342636796745067	-0.2924177965590225	-0.39993989035702104	-0.5222249568424703	-0.3990989615330524	-0.37389445594799037	2.636911043467964	-0.03044177173962901
HK3_10072	-0.8526611173688442	0.16952872927656315	0.9267779273253348	-0.66569571094628	1.7536329051105228	-0.6785867792089288	1.0108019402056896	-0.8495094682755951	-0.8142884261184623
HLA-DOB_10712	2.0585336663614293	-0.1546050911765882	-0.5287777682741052	-0.6096775496318926	-0.4280522878629055	-0.5374787463308123	-0.590466619195914	1.3836943820677658	-0.5931699859569778
HLA-DQA1_10707	-0.07741458195833671	2.4889760038949773	-0.5524161892208479	-0.45594789082309867	0.5639168116536551	-0.4877156595997187	-0.48722010327233295	-0.5117762233898927	-0.4804021672844037
HNMT_4519	-0.4298190661324797	1.243778743031987	-0.5669682738604152	-0.14245582553677652	2.155946799383976	-0.5907282207038022	-0.549981904095946	-0.5558956772732057	-0.5638765748133372
HOXA1_12075	-0.3322955849467113	-0.3406286119556633	-0.3467394984288948	2.666432564814175	-0.3397574318592729	-0.33673986601815237	-0.3017411525805537	-0.3419416949994982	-0.32658872402542893
HPGDS_7871	-0.32692792892208034	-0.3351847614185705	-0.3204392138315931	2.666592897945168	-0.34135325420589097	-0.33476648061108455	-0.3261679755136077	-0.34044468087680974	-0.34130860256553136
HPSE_7805	-0.6184784163717579	-0.6210436971736496	-0.5932693325996545	-0.3297525955231682	1.4355696544683567	-0.5845335114905098	1.9973037513604315	-0.6113788284227387	-0.07441702424730942
HRH1_5522	-0.06062064081193287	-0.17443232909959064	-0.6384083282451005	-0.43691744126204807	2.5445896773241645	-0.821529124764247	0.17070437805235025	-0.1960896989096693	-0.38729649228392693
HSPA6_2179	-0.4142775796923072	-0.4773142125210722	0.1709373685984894	-0.4240801195887909	-0.27851548170596674	-0.29586536140675124	2.6118692969446275	-0.5011880639170998	-0.391565846711129
HTR2B_5254	-0.5447502412045764	2.549136337159538	-0.5667058661703996	-0.23559566907552118	0.38396462292880357	-0.39420891561170746	-0.5801052549363064	-0.2740180127657118	-0.33771700032411917
ICA1_11947	-0.6619993613463787	-0.28312427298757037	-0.5557090029590278	-0.18274372754626914	-0.4043617130231427	-0.8247996099477841	0.683971321446692	-0.17868881939350517	2.407455185756989
ICOS_4984	-0.3358688674959474	-0.33759015975152235	-0.32462480415480355	-0.3396454340865373	-0.3342546207786545	-0.3185617448665097	-0.33798408733240026	-0.33806972376302585	2.666599442229401
IDO1_14860	-0.5509318574382132	2.184351017007352	-0.24832649225580844	-0.5755148378265057	1.221340840755391	-0.44414316218027533	-0.4827636526110695	-0.5322206166957137	-0.5717912387551578
IFI44L_1237	-0.693033658257089	1.8303699683547692	-0.5222987725598486	-0.619631771931974	1.5952169005660546	-0.34218599320045623	-0.6370333278325231	-0.6649953456807566	0.05359200054182647
IFNA10_15903	2.5604798561308177	-0.46921239314240604	-0.5911783875132108	-0.09967599515252244	-0.6327828706773116	-0.6065230067790579	-0.292828367560762	0.03716004263054672	0.0945611220639069
IFNG_21200	-0.37241279659002374	-0.5557074737740401	-0.4411699619161638	-0.5471453201814734	-0.5385949818882526	2.322467939390155	-0.39368821227863693	-0.4720945387371543	0.9983453459755904
IGHD_23871	0.4943714938059451	-0.43572167400432993	-0.4089555059349694	-0.44082411788711384	-0.43469597218280104	-0.44141375554138557	-0.43406970232061753	2.537967545319697	-0.43665831125442495
IGHE_23860	-0.3279078980993918	-0.3403960973895473	-0.31768223075887075	-0.327654470094237	-0.3442967513243086	-0.34537000365939163	-0.32800255193264233	2.66655771726611	-0.33524771400772035
IGHM_23872	1.1021928739404827	-0.5004778299119091	-0.43027949793488035	-0.4993243611878819	-0.49943549346302385	-0.4910952491255816	-0.495572038700258	2.2705834904802615	-0.45659189409720896
IGKC_4017	1.4743549907963929	-0.5174274506770015	-0.4501613399910368	-0.5182603369248313	-0.5134547680507897	-0.5119033474552089	-0.5190841586927768	2.019279795760438	-0.4633433847651859
IGSF6_25678	-0.6784175449589201	0.8477168299108231	-0.5584518095246804	-0.5490336828856973	0.9810379081558681	-0.65988366479035	1.9725957228621167	-0.6740983838068079	-0.6814653749623529
IL12B_9912	-0.3015140525194225	2.6556252331537085	-0.37607149994246963	-0.4106726747961565	-0.15408071009612415	-0.3692935501767381	-0.22361937028805712	-0.40621009336642866	-0.41416328196831215
IL12RB2_1156	-0.4124792358182096	-0.42271457466570517	-0.42458865079271146	-0.3561992881271913	-0.3873161598205988	2.6052013917978663	-0.41743832956967225	-0.42060984301537513	0.23614469001159755
IL17A_11004	0.38479947138839193	-0.7205864117996565	-0.7231005570987954	-0.2719511506422127	-0.7098314569088959	-0.6817568344018453	1.0362424533430363	-0.43592929404160213	2.122113780161578
IL18R1_4219	-0.7876858567077233	-0.8197534640273296	1.3160492587594455	1.8041774171244427	-0.8233503733965121	0.5357157251488094	-0.10368567805720699	-0.8015876213462773	-0.3198794074976462
IL18RAP_4220	-0.6366043165062312	-0.6192034215142772	0.24760053184329647	-0.5115395044823059	-0.6325127478572194	2.3546328622862407	0.6816288595950958	-0.6525090692590051	-0.231493194105594
IL1A_4337	-0.4863475778722933	-0.3663727951824026	2.0691705813406687	1.3969247828492488	-0.43033055015956817	-0.5997638312550004	-0.4255723336917116	-0.5685054244516378	-0.5892028515773033
IL1B_4338	-0.4833121624529324	-0.12960554747853748	-0.2718158378041252	2.5593418251471842	-0.3512732121387572	-0.5408226015361383	0.31966582773946045	-0.55500307186038	-0.5471752196157746
IL1RL1_4218	-0.4082204793696047	-0.5551253636768823	1.701919219816538	1.8195335225419957	-0.5452760446666217	-0.49758625720903743	-0.4782642661869966	-0.46086317485720535	-0.576117156392186
IL21_8058	1.675898946046525	-0.7757233714593913	-0.551803000634277	-0.700452349537035	-0.7558500745688659	-0.9403393007699218	0.49364403627829595	0.11141671928250056	1.4432083953621697
IL26_21201	-0.44665891628391474	-0.5693053257868647	-0.552362419731818	0.24395416485537677	-0.6093866781708184	-0.469670923015396	-0.5634891043052814	0.5345123597396848	2.4324068426990304
IL2RA_19007	-0.6204470121680622	1.2067156489360085	-0.7163183204880114	-0.48964957557383426	1.0316184922186216	-0.3290817266940398	-0.9136783590260587	-0.8202021501113134	1.651043002906691
IL2RB_32841	-0.2237270215679024	-0.5087635953301286	-0.496427009957616	-0.4945941977628112	-0.5176253537970333	2.5145910351572693	-0.38679527122808044	-0.4191994569092812	0.5325408713955845
IL3_9472	-0.5939599354608599	-0.6454348467011622	0.40722448579137205	1.4199113897373417	-0.6636774719688326	-0.5435780203136276	-0.6367429253896046	-0.6205041262925628	1.8767614505979366
IL4_9489	-0.3797264799115413	-0.8561731322331526	1.1907213705980206	-0.8893749895377945	-0.9158178973197056	-0.7840776706573588	0.33790795011593305	0.5527713981016869	1.7437694508439128
IL4R_25750	2.2215169954152936	-0.27362988267764937	-0.610881709044871	0.8571886382682714	-0.39425160566834505	-0.5508253125448713	0.28817833269143	-1.0501720053482593	-0.48712345109100075
IL5_9485	-0.5404025564846541	-0.3385612485494949	-0.26746371827534404	2.566679008143256	-0.2726416896678592	-0.503061416634785	-0.45785374332321016	-0.5289512735973609	0.34225663838945236
IL5RA_5437	-0.3100504413558803	-0.5819331609823026	2.4991629245452756	-0.22506080963213695	-0.6659883272665323	-0.6228160239610137	0.3634421625374113	0.08856915350454611	-0.5453254773893653
IL7_15158	2.5913155595893604	0.1224688159370357	-0.5465332717571763	-0.3780387926217919	-0.005155496482912753	-0.4905836847945024	-0.5711465320095949	-0.37971006337967217	-0.342616534480745
IL7R_8773	-0.5598174032179483	1.019138513288479	-0.5625752298938651	-0.6231532637738559	-0.044028492429377446	-0.42822576040123866	-0.4309014171948189	-0.641999268662228	2.2715623222848538
IL9_9553	-0.26885965155526503	-0.32735062808483173	-0.25163111051208753	-0.4012213845465596	-0.37097182774734505	-0.30889489216623817	-0.3550979823458605	-0.3792912527469183	2.6633187297051055
