	('B cells', 'Broad Cell Type: B cells')	('Dendritic cells', 'Broad Cell Type: Dendritic cells')	('Eosinophils', 'Broad Cell Type: Eosinophils')	('Mast cells', 'Broad Cell Type: Mast cells')	('Monocytes and Macrophages', 'Broad Cell Type: Monocytes and Macrophages')	('NK cells', 'Broad Cell Type: NK cells')	('PMNs', 'Broad Cell Type: PMNs')	('Plasma cells', 'Broad Cell Type: Plasma cells')	('T cells', 'Broad Cell Type: T cells')
CCL23_27531	-0.673990906559295	-0.032524404094644264	0.324573676916613	0.45947718140181815	2.38854988629031	-0.6041638541408968	-0.5955721370080802	-0.6057893141389973	-0.6605601286668273
CCL4_27535	-0.7107652148649649	-0.4832888512016755	-0.08523529144852446	1.2842268198758933	-0.2695723383197833	2.0866802608523516	-0.5416809947155582	-0.820116312717494	-0.4602480774602455
CCL5_27520	-0.6500966821048374	0.033886730829928734	-0.5978799475323862	-0.5867179546633486	0.2553786879041958	2.407843519704263	-0.6332679127801812	-0.6550899265429316	0.42594348518529707
CCL7_27471	-0.4548515071253003	-0.5425785041335556	-0.18655235967323602	2.441486277417466	0.6845967742140977	-0.6692453930243561	-0.25078372629886403	-0.48562030716777266	-0.5364512542084774
CCL8_27473	-0.4333894153982805	0.590612839222885	-0.6553380078712547	0.4179178482091638	2.3574191245399616	-0.6151862228593267	-0.5428906544992137	-0.5251181602783841	-0.5940273510655513
CCND2_20248	-0.4114585115098808	-0.4162685190510203	-0.3388793590680095	-0.384219281489989	-0.5850025348313984	2.6087399797576136	-0.4679534563761283	-0.12125154512539453	0.11629322769420797
CCR10_27766	-0.3825521621127431	-0.4134304933658734	-0.09407329849368742	-0.4286750476610113	-0.4120357788239778	-0.411592497457949	-0.2749320958334507	2.6497734867809704	-0.2324821130322786
CCR2_5806	-0.12007555655039387	-0.6442670221850808	-0.45736987316252636	-0.6960471795722818	0.6591942570198374	-0.6861893105710922	-0.40134575467957506	2.4096318180406002	-0.06353137833948853
CCR3_5804	-0.40003653043630777	-0.40383087005601453	2.6078300705500754	-0.41406493137461314	-0.4082263275825063	-0.3900503289097169	0.2263885560467211	-0.41421550040714117	-0.40379413783049667
CCR5_5808	-0.8499147374974433	1.1166358464661772	-0.7808674548814756	-0.6297325316405022	1.460933596005117	0.9794496653060788	-0.8701515159867014	-0.9489588807967402	0.52260601302549
CCR6_11755	2.2707128756156174	-0.5332281976725252	-0.5440353926135703	-0.5949152838404375	-0.6321427230510728	-0.06861445410086957	-0.44217997126655223	-0.4899037790150611	1.0343069259444722
CCR7_27652	0.2345271472152141	1.9627405997593064	-0.6439374621412456	-0.8703366566984555	0.8738163041252566	-0.6717460617392562	-0.7511408855968769	-0.8194663051892942	0.6855433202653526
CD160_1679	-0.03922450910996912	-0.6153536197579401	-0.4264850129474676	-0.6065091384876399	-0.6220518668599394	2.4165365561978485	-0.30284195988433266	-0.5072433125826009	0.7031728634320412
CD180_8991	2.091240690323945	-0.5885902702305952	-0.5775636511294824	-0.6526957105937765	0.6507601781008757	-0.6896273321036678	-0.5740139860763844	0.9557859171051157	-0.6152958353960297
CD19_25787	2.577415930649633	-0.4371667086332045	-0.31440254853761357	-0.4451266564651431	-0.4435077669214431	-0.4605061071302926	-0.3805618200108137	0.3460163490025803	-0.4421606719537031
CD1A_2074	-0.06528581823930009	2.6503014508740317	-0.37459768132900867	-0.4203979822667389	-0.39281947359397945	-0.41788536870178133	-0.3127325881704707	-0.28000448479768214	-0.3865780537750709
CD1B_2076	-0.13936395538241325	2.6581636028130196	-0.38384422224626846	-0.3759830500985567	-0.375422018446243	-0.3794215769271299	-0.30350650833954457	-0.30794429394315326	-0.3926779774297109
CD1C_2075	0.695020026495547	2.464585764375302	-0.48863685280204117	-0.48342198376715606	-0.3972385211333304	-0.4836418539210593	-0.3569571813990017	-0.4848821470969239	-0.46482725075133713
CD1D_2072	0.5455849764329138	-0.48113873950685293	-0.5585996329157867	-0.5768047276800984	2.4567629640431976	-0.6963277191229155	-0.21996107279009464	0.03629844196419173	-0.5058144904245551
CD1E_2077	-0.33356601274420716	2.6666283296504063	-0.33472805245654563	-0.33400658250791815	-0.32079983855076843	-0.33812546627200857	-0.3395713630133152	-0.33494685891637527	-0.3308841551892682
CD2_1602	-0.4524814975900707	-0.5314041265845306	-0.38850570740121154	-0.5095952138761878	-0.5310920690251015	0.9069018869727851	-0.4006623844989748	-0.4641784684110278	2.3710175804143194
CD209_30508	-0.5389783321424649	2.235020205772261	-0.44519279946123075	-0.38417338674981427	1.14935374638067	-0.5615103865734068	-0.36122427008688063	-0.5911645806583626	-0.5021301964807714
CD22_31184	2.6581632413001706	-0.3306735383434818	-0.3197666202499596	-0.14663909857887222	-0.3045639606726758	-0.4020620592282338	-0.3592996284012289	-0.42424149043517284	-0.3709168453905463
CD244_2146	-0.561055804125295	-0.5919541622357295	2.1063920553713404	-0.5359860751975362	-0.3410057341060469	1.331090541976879	-0.5580090206888962	-0.5834430389405723	-0.26602876205414183
CD247_2241	-0.46791810430920844	-0.46803001591479343	-0.3888370378079717	-0.4531984366569625	-0.4672950670092076	2.4596885573621368	-0.4639381890584861	-0.46286421381833376	0.7123925072128275
CD27_20282	0.22688915305842383	-0.6130831109821802	-0.47606237354696257	-0.6177369409869456	-0.6104556646774282	-0.5961182658028394	-0.5420030527899165	2.2187695101296447	1.0098007455982039
CD28_4982	-0.1404214722132068	-0.44341418310195185	-0.4058356766811427	-0.46722645510648064	-0.36336217443397556	-0.4489417630043314	-0.13966839593222874	-0.23539945277016996	2.6442695732434873
CD300A_28340	-0.8359686005822803	-0.842171471915145	0.4346370687302042	-0.36486902918325625	-0.21350087582813004	1.8376120662944764	1.3657050684572605	-0.8092965238932496	-0.5721477020798794
CD33_31855	-0.646257252719873	0.4478166236977018	-0.5986362011275155	1.8986527087211693	1.372656547951038	-0.6688497099106429	-0.5975500253010362	-0.6200804153017214	-0.5877522760091207
CD37_31750	2.5617957909729174	-0.7390772221526203	-0.29050869434980425	-0.5518656168450109	-0.2222892278319984	-0.30696389308721667	0.06094582960203907	-0.5903622960561299	0.07832532974782429
CD38_7358	-0.456098542184206	-0.16629642559379196	-0.5422515275204967	-0.33253550836059087	0.23783402919930383	-0.3187853960591811	-0.515301995775806	2.586967974134218	-0.49353260783945035
CD3D_18683	-0.35029669970513383	-0.3547842899801037	-0.1987738548252408	-0.37611506382120047	-0.3712811197817616	-0.32523223228306136	-0.32439174714794994	-0.3619411132665812	2.662816120811033
CD3E_18682	0.04581091016093032	-0.568212108042092	-0.41451122462682066	-0.6481522586096252	-0.6049731728804022	-0.4338785227028017	-0.10452930825097077	0.18190773249356534	2.5465379524582157
CD3G_18684	-0.3440260578378947	-0.39777603640059445	-0.2825476962857747	-0.41950232854304403	-0.4100909229228706	-0.18264802740411468	-0.2183579959500735	-0.4015761805224641	2.6565252458668307
CD4_20308	-0.6327130808425901	0.02542097382156613	-0.6067311942561926	-0.5424419709828827	2.1439770746237787	-0.6694940231706591	-0.45857508093310484	-0.468559322294814	1.2091166240348987
CD40_29905	0.18084814187021556	1.5054609366132217	-0.6785270291907656	-0.63592680318466	1.8565442686166491	-0.6924671733577584	-0.6275876415910208	-0.2267951441614619	-0.6815495556144208
CD40LG_14232	-0.18372968147194657	-0.4454985787809977	-0.32854356677055324	-0.44513932015711744	-0.3818608125418603	-0.3001294756091216	-0.23141309882331462	-0.3401051624845151	2.656419696639427
CD5_17843	-0.17499493373037212	-0.3824779853800192	-0.30228260026309955	-0.54439232942437	-0.39183348406770513	-0.4394672008046038	-0.4866476228540774	0.10666475690871968	2.6154313996155283
CD6_17841	-0.529248495545924	-0.511368398902746	-0.08472942622246779	-0.6046790244653517	-0.4943326401566068	0.1977038579250267	-0.3991662772908832	-0.14732782517727128	2.5731482298362236
CD68_26983	-0.5739111457401461	1.1257991023931857	-0.4994154680934311	-0.2114029966280937	2.2409338030860786	-0.4839072484072282	-0.5170320560149185	-0.5676703757637044	-0.5133936148317421
CD69_20391	1.5467861438921733	-0.8787734965098811	1.4441100563306442	-0.5444005660169771	-0.8817154097983293	0.43647161709026716	-0.7381084347886996	-0.8505086687767507	0.4661387585775551
CD7_28604	-0.507314600292816	-0.4989666923889855	-0.4741552852239826	-0.5076708189974322	-0.4906239470750769	1.4238089485103784	-0.498295555699129	-0.5056987096472385	2.058916660814282
CD70_30466	0.8926310989072788	0.6331910871808326	-0.4554257003846432	-1.3023317010925366	-0.9636752523524202	-0.9773076842236983	-0.25129239412560983	1.2941168126707208	1.130093733420074
CD72_16038	2.6635814561876767	-0.34800614577526096	-0.3585182893978874	-0.36708653572584493	-0.2654754383035463	-0.24224303471386396	-0.3740317221767004	-0.3774665698235909	-0.33075372027098143
CD79A_31454	2.515170662843469	-0.4556125449525975	-0.3602370472639356	-0.4759234720173831	-0.46833074331348934	-0.4610883214341826	-0.4287735471802123	0.5599379295434401	-0.42514291622510786
CD79B_28219	2.635947496622369	-0.4538375363763647	-0.37024499101455927	-0.46364700001679915	-0.4388073784721798	-0.3119499201826783	-0.3568926521970994	0.03397044392259144	-0.2745384622852794
CD80_6364	-0.38382811026789176	2.4731195489286506	-0.5418252651782175	-0.4935560429152847	0.6483769258609908	-0.49080746427177757	-0.5136630947369141	-0.2252652523705356	-0.47255124504902
CD86_6394	-0.20333304929136808	2.363231517070388	-0.5634619936412036	-0.4905286197807387	0.890896648274861	-0.5721625264448479	-0.5111808088502294	-0.366990802465128	-0.5464703648717336
CD8A_3995	-0.06411852813294243	-0.5800669189058243	-0.5687201640151197	-0.715425863864913	-0.6842921348975268	1.0510989436150167	0.23678227054533812	-0.8069028790679725	2.1316452747239443
CD8B_3996	-0.3338017295819689	-0.36655247744810004	-0.2652604146369503	-0.3844741941980895	-0.3756058520600047	-0.3425775554831436	-0.27361330916939375	-0.32246188225786054	2.6643474148355115
CD96_6283	-0.45773766237302255	-0.6060257661346437	-0.08359653462652991	-0.5792438773611351	-0.6211409107624063	1.9066261220096095	-0.5546576767188909	-0.5642388612916803	1.5600151672586995
CDA_433	-0.4418415887637407	-0.2850535836427723	-0.14990949619782887	-0.3752674671567838	-0.1414756533511563	-0.4028040825948336	2.648539999141484	-0.43237964905076026	-0.4198084783836087
CDC25A_5837	-0.720564644921036	-0.7225085772891452	-0.6756382079691812	0.8868514310198505	-0.5566263485438346	2.0419792426473515	-0.5499305814981255	-0.5188276636083798	0.8152653501624998
CDH12_8707	-0.7649363699167098	-0.1423254013118567	1.3979599949323231	1.3625433565008154	-0.9205891120679229	-0.5837926714421818	-0.2984293108316242	-1.0988002226468485	1.048369736784008
CDHR1_19641	-0.3073219129529415	-0.5749553487152949	-0.5560869432255557	-0.3914849321769098	-0.4359870595984328	2.5420555844909636	-0.08214238954250133	-0.5632867295308509	0.3692097312515233
CDK6_12573	-0.5276221964482412	0.46133106088778786	0.30134845373522734	-0.4355880032451452	-0.7120772811452024	2.37692390813302	-0.6925766387678358	-0.7692533855660935	-0.002485917583516936
CEACAM3_31449	-0.4323590164048521	-0.2591744072690461	-0.3304221076944529	-0.26288300390298935	-0.28953235486907647	-0.303487187172364	2.661539629259349	-0.3718030401561524	-0.41187851179041507
CEACAM8_31477	-0.40715053009007335	-0.50397856323727	-0.1821506473349436	2.577415179920838	-0.5146386989835431	0.2944681799594165	-0.3078497281401513	-0.4949706197416275	-0.4611445723526449
CEMP1_25354	-0.16931331864442445	-1.1707946216809206	1.1491696142794459	-0.25173374241514157	-0.4157211240299562	0.2515673068829661	-0.031051838532008214	-1.2263918306150137	1.8642695547550514
CFP_13641	-0.5880515532088509	-0.29384651781833265	-0.5750028223807738	-0.4221481309654144	1.342915209443836	-0.5672743614439839	2.1022773964672363	-0.5870437776082874	-0.4118254424854297
CHI3L1_2583	-0.6004419907910831	-0.42675478614020956	-0.5495747439098551	-0.251348727118514	1.6924619053482588	-0.4775869543608085	1.8115380133380432	-0.6001199049071257	-0.5981728114587045
CHI3L2_1523	0.36170540452545236	-0.8046802632895133	-0.35643204589736427	-0.9438413160460286	0.6266412578126084	-0.6226272330176167	-0.2092672270016151	-0.3450887130007347	2.2935901359148123
CHST15_20080	-0.5908312757494204	-0.7066165707624695	-0.09172152415708691	-0.15883499367525816	0.1682292589005851	-0.8274139640861407	2.303650359777993	0.6912278427006884	-0.787689132948892
CHST7_13623	-0.676277575094643	2.370311075463534	-0.6555397792405828	-0.21846023485765573	-0.060210208531502864	-0.6570505417439781	0.7818615983687592	-0.5089488983210679	-0.375685436042863
CLC_31377	-0.42766567457566407	-0.44961158473063395	2.6149708299541485	-0.055792926208485465	-0.4451944343481865	-0.41801370403170535	0.07100772040601118	-0.4429373190428699	-0.44676290742261465
CLEC10A_26937	-0.4699025804919204	2.2400802241690028	-0.5422154006646968	-0.4422293494130866	1.1521860159532078	-0.5169155353573527	-0.4241885622987223	-0.5078336694885216	-0.48898114240791096
CLEC2D_20388	0.47507305671127054	0.9006137865301732	-0.8387184962037194	-0.9297257202736243	-0.1668349242449099	0.2125973256368001	-0.882693777890263	-0.7612215277212596	1.9909102774555307
CLEC4A_20354	-0.6469710394941398	1.1254472752828049	-0.6090752646385035	-0.4476873597539485	1.367050997034638	-0.7561675210654861	1.4725051094430157	-0.7829229387686083	-0.7221792580397713
CLEC7A_20405	-0.7059953340005721	0.9109831819680919	-0.6986990788600086	-0.2728089792255819	0.9374311362617592	-0.7210977280215682	1.9350756146470256	-0.7509246326827439	-0.6339641800864017
CLIC2_14414	-0.43953425211041225	2.566773746193461	-0.4391196200321679	-0.4278802728238375	0.3928315938566676	-0.4237500542580256	-0.43753355169402963	-0.352336723500224	-0.43945086563143104
CMA1_22969	-0.3293267021128215	-0.3797430860040113	-0.13748906450816753	2.6588252632844354	-0.3592185834483495	-0.36671248647224236	-0.38118744161476165	-0.32387373636498884	-0.38127416275909237
COL8A2_738	-0.2104684522283542	-0.08527265528324911	-0.3309573242799208	-0.5418863960716238	2.474264846981342	-0.4297607209291126	0.4794742797111531	-0.8899887076178833	-0.46540487028235134
COLQ_5574	-0.5063856821682147	-0.5256149594465214	-0.5116888236597656	-0.36708120932918126	-0.16036647858738437	2.51743972733125	-0.40002104753686357	-0.5458358810687767	0.49955435446545826
CPA3_6660	-0.3012087316925272	-0.3710649616609477	-0.2564169110055884	2.6648756350696146	-0.3660804866980813	-0.341852904691205	-0.3250301132169192	-0.33597189369684227	-0.3672496324075031
CR2_2672	2.641425532222648	-0.43093539469495623	-0.15469426982127904	-0.48508191022084124	-0.4134942699684826	-0.3964443772906063	-0.4333140855504286	-0.09888893040934085	-0.22857229426671244
CREB5_12103	-0.40166583570692865	0.0776619881106346	-0.42980250285117805	-0.4108512688920604	-0.20987108896343282	-0.43299452458987514	2.6286454030881075	-0.3921678968970293	-0.42895427329823754
